ip_address,domain
93.115.35.146,au.securetunnels.net
93.115.35.154,au.securetunnels.net
64.44.147.114,us-dal-loc2.torguard.org
64.44.147.122,us-dal-loc2.torguard.org
64.44.147.98,us-dal-loc2.torguard.org
37.120.144.106,hg.torguard.org
37.120.144.98,hg.torguard.org
45.133.181.42,id.securetunnels.net
45.133.181.46,id.securetunnels.net
45.133.181.50,id.securetunnels.net
165.73.242.106,sa.securetunnels.net
165.73.242.98,sa.securetunnels.net
37.120.158.138,fr.torguard.org
93.177.75.10,fr.torguard.org
93.177.75.106,fr.torguard.org
93.177.75.130,fr.torguard.org
93.177.75.138,fr.torguard.org
93.177.75.146,fr.torguard.org
93.177.75.154,fr.torguard.org
93.177.75.162,fr.torguard.org
93.177.75.2,fr.torguard.org
93.177.75.202,fr.torguard.org
93.177.75.34,fr.torguard.org
93.177.75.50,fr.torguard.org
93.177.75.58,fr.torguard.org
93.177.75.66,fr.torguard.org
93.177.75.74,fr.torguard.org
93.177.75.90,fr.torguard.org
185.247.69.130,ru.securetunnels.net
185.247.69.194,ru.securetunnels.net
185.247.69.2,ru.securetunnels.net
185.247.69.66,ru.securetunnels.net
146.70.137.106,ca.torguard.org
146.70.137.114,ca.torguard.org
146.70.137.122,ca.torguard.org
146.70.137.130,ca.torguard.org
146.70.137.138,ca.torguard.org
146.70.137.146,ca.torguard.org
146.70.137.154,ca.torguard.org
146.70.137.18,ca.torguard.org
146.70.137.194,ca.torguard.org
146.70.137.2,ca.torguard.org
146.70.137.210,ca.torguard.org
146.70.137.218,ca.torguard.org
146.70.137.226,ca.torguard.org
146.70.137.34,ca.torguard.org
146.70.137.42,ca.torguard.org
146.70.137.50,ca.torguard.org
146.70.137.58,ca.torguard.org
146.70.137.66,ca.torguard.org
146.70.137.74,ca.torguard.org
146.70.137.82,ca.torguard.org
146.70.137.90,ca.torguard.org
146.70.137.98,ca.torguard.org
77.81.139.66,ire.securetunnels.net
77.81.139.74,ire.securetunnels.net
77.81.139.82,ire.securetunnels.net
38.54.2.245,bh.securetunnels.net
37.120.153.102,swe.securetunnels.net
37.120.153.12,swe.securetunnels.net
37.120.153.2,swe.securetunnels.net
37.120.153.22,swe.securetunnels.net
37.120.153.27,swe.securetunnels.net
37.120.153.32,swe.securetunnels.net
37.120.153.37,swe.securetunnels.net
37.120.153.42,swe.securetunnels.net
37.120.153.47,swe.securetunnels.net
37.120.153.57,swe.securetunnels.net
37.120.153.67,swe.securetunnels.net
37.120.153.7,swe.securetunnels.net
37.120.153.72,swe.securetunnels.net
37.120.153.77,swe.securetunnels.net
37.120.153.82,swe.securetunnels.net
37.120.153.87,swe.securetunnels.net
37.120.153.92,swe.securetunnels.net
37.120.153.97,swe.securetunnels.net
202.129.16.106,th.torguard.org
202.129.16.140,th.torguard.org
202.129.16.42,th.torguard.org
37.120.158.138,fr.securetunnels.net
93.177.75.10,fr.securetunnels.net
93.177.75.106,fr.securetunnels.net
93.177.75.130,fr.securetunnels.net
93.177.75.138,fr.securetunnels.net
93.177.75.146,fr.securetunnels.net
93.177.75.154,fr.securetunnels.net
93.177.75.162,fr.securetunnels.net
93.177.75.2,fr.securetunnels.net
93.177.75.202,fr.securetunnels.net
93.177.75.34,fr.securetunnels.net
93.177.75.50,fr.securetunnels.net
93.177.75.58,fr.securetunnels.net
93.177.75.66,fr.securetunnels.net
93.177.75.74,fr.securetunnels.net
93.177.75.90,fr.securetunnels.net
185.236.201.210,swiss.securetunnels.net
185.236.201.215,swiss.securetunnels.net
195.206.105.12,swiss.securetunnels.net
195.206.105.17,swiss.securetunnels.net
195.206.105.2,swiss.securetunnels.net
195.206.105.22,swiss.securetunnels.net
195.206.105.27,swiss.securetunnels.net
195.206.105.32,swiss.securetunnels.net
195.206.105.37,swiss.securetunnels.net
195.206.105.42,swiss.securetunnels.net
195.206.105.47,swiss.securetunnels.net
195.206.105.52,swiss.securetunnels.net
195.206.105.57,swiss.securetunnels.net
195.206.105.7,swiss.securetunnels.net
217.138.203.242,swiss.securetunnels.net
64.44.83.130,us-den.securetunnels.net
64.44.83.138,us-den.securetunnels.net
64.44.83.154,us-den.securetunnels.net
64.44.83.66,us-den.securetunnels.net
94.237.106.118,fn.secretgate.net
94.237.13.100,fn.secretgate.net
193.239.84.106,uk.man.torguard.org
217.64.114.162,uk.man.torguard.org
217.64.114.170,uk.man.torguard.org
217.64.114.186,uk.man.torguard.org
37.120.233.178,uk.man.torguard.org
37.120.233.186,uk.man.torguard.org
37.120.233.226,uk.man.torguard.org
185.200.116.250,sg.securetunnels.net
185.200.117.142,sg.securetunnels.net
185.200.117.186,sg.securetunnels.net
82.102.25.2,sg.securetunnels.net
91.245.253.134,sg.securetunnels.net
91.245.253.138,sg.securetunnels.net
92.119.178.22,sg.securetunnels.net
92.119.178.26,sg.securetunnels.net
178.128.242.95,nl.secretgate.net
51.254.84.142,fr.secretgate.net
51.254.84.192,fr.secretgate.net
51.91.76.201,fr.secretgate.net
51.91.77.172,fr.secretgate.net
51.91.9.160,fr.secretgate.net
77.81.139.66,ire.torguard.org
77.81.139.74,ire.torguard.org
77.81.139.82,ire.torguard.org
202.129.16.106,th.securetunnels.net
202.129.16.140,th.securetunnels.net
202.129.16.42,th.securetunnels.net
108.181.51.205,sk.torguard.org
108.181.51.226,sk.torguard.org
139.28.217.178,nl2.torguard.org
139.28.217.186,nl2.torguard.org
139.28.217.210,nl2.torguard.org
139.28.217.218,nl2.torguard.org
139.28.217.242,nl2.torguard.org
139.28.217.82,nl2.torguard.org
37.120.238.130,nl2.torguard.org
77.243.189.194,nl2.torguard.org
77.243.189.234,nl2.torguard.org
86.106.20.98,nl2.torguard.org
95.174.67.130,nl2.torguard.org
95.174.67.138,nl2.torguard.org
95.174.67.90,nl2.torguard.org
82.102.23.178,bul.torguard.org
82.102.23.186,bul.torguard.org
82.102.23.202,bul.torguard.org
37.120.156.170,pl.securetunnels.net
37.120.156.178,pl.securetunnels.net
37.120.156.186,pl.securetunnels.net
37.120.156.194,pl.securetunnels.net
37.120.156.202,pl.securetunnels.net
188.213.34.50,tk.securetunnels.net
188.213.34.58,tk.securetunnels.net
177.54.156.54,br2.torguard.org
146.70.76.106,middleeast.securetunnels.net
146.70.76.114,middleeast.securetunnels.net
146.70.76.58,middleeast.securetunnels.net
146.70.76.66,middleeast.securetunnels.net
146.70.76.74,middleeast.securetunnels.net
146.70.76.90,middleeast.securetunnels.net
146.70.76.98,middleeast.securetunnels.net
188.213.34.50,middleeast.securetunnels.net
188.213.34.58,middleeast.securetunnels.net
45.133.181.42,middleeast.securetunnels.net
45.133.181.46,middleeast.securetunnels.net
45.133.181.50,middleeast.securetunnels.net
45.9.249.158,middleeast.securetunnels.net
45.9.249.238,middleeast.securetunnels.net
45.9.250.10,middleeast.securetunnels.net
172.245.235.15,us-slc.securetunnels.net
172.245.235.2,us-slc.securetunnels.net
172.245.235.7,us-slc.securetunnels.net
208.115.247.162,us-slc.securetunnels.net
134.195.197.77,cavan.securetunnels.net
209.127.34.202,cavan.securetunnels.net
38.96.254.100,cavan.securetunnels.net
38.96.254.73,cavan.securetunnels.net
96.44.173.202,la.usa.secretgate.net
96.44.183.186,la.usa.secretgate.net
96.44.184.42,la.usa.secretgate.net
123.253.91.10,us-hou.torguard.org
123.253.91.18,us-hou.torguard.org
123.253.91.2,us-hou.torguard.org
123.253.91.26,us-hou.torguard.org
146.70.57.10,us-atl.securetunnels.net
146.70.57.18,us-atl.securetunnels.net
146.70.57.2,us-atl.securetunnels.net
146.70.57.34,us-atl.securetunnels.net
146.70.57.42,us-atl.securetunnels.net
146.70.57.50,us-atl.securetunnels.net
146.70.57.58,us-atl.securetunnels.net
146.70.57.66,us-atl.securetunnels.net
146.70.57.74,us-atl.securetunnels.net
93.177.73.106,ger.securetunnels.net
93.177.73.114,ger.securetunnels.net
93.177.73.122,ger.securetunnels.net
93.177.73.130,ger.securetunnels.net
93.177.73.138,ger.securetunnels.net
93.177.73.146,ger.securetunnels.net
93.177.73.154,ger.securetunnels.net
93.177.73.194,ger.securetunnels.net
93.177.73.202,ger.securetunnels.net
93.177.73.210,ger.securetunnels.net
93.177.73.218,ger.securetunnels.net
93.177.73.226,ger.securetunnels.net
93.177.73.234,ger.securetunnels.net
93.177.73.66,ger.securetunnels.net
93.177.73.74,ger.securetunnels.net
93.177.73.82,ger.securetunnels.net
93.177.73.90,ger.securetunnels.net
93.177.73.98,ger.securetunnels.net
37.120.144.106,hg.securetunnels.net
37.120.144.98,hg.securetunnels.net
45.92.33.10,gre.torguard.org
45.92.33.2,gre.torguard.org
